folio,area,expr,expp,expc,cod_comuna
104180501,1,122,95,77,10109
104210101,1,68,81,79,7107
104210201,1,139,81,79,7107
104210301,1,66,81,78,7107
104210401,1,86,81,79,7107
104210501,1,89,81,79,7107
104210601,1,86,81,79,7107
104210701,1,80,81,78,7107
104210801,1,99,81,79,7107
104240101,1,47,54,53,6101
104240201,1,71,54,53,6101
104240301,1,56,54,54,6101
104240501,1,43,55,53,6101
104240601,1,59,54,53,6101
104240701,1,33,54,53,6101
104240801,1,54,54,53,6101
104250101,1,22,31,31,3101
104250201,1,21,32,31,3101
104250301,1,40,31,31,3101
104250401,1,26,32,31,3101
104250601,1,46,31,31,3101
104250701,1,28,31,31,3101
104250801,1,39,31,31,3101
104250901,1,34,31,31,3101
104251001,1,81,31,31,3101
104251101,1,31,32,31,3101
104251201,1,30,32,31,3101
104260201,1,74,85,84,5101
104260301,1,134,85,84,5101
104260401,1,89,86,84,5101
104260501,1,113,86,84,5101
104260601,1,63,85,83,5101
104260701,1,93,85,84,5101
104260801,1,77,86,84,5101
104270201,1,453,424,422,13402
104270401,1,338,424,422,13402
104270501,1,469,424,422,13402
104270701,1,430,424,422,13402
104280201,1,214,192,183,13119
104280301,1,213,191,184,13119
104280401,1,155,192,183,13119
104280601,1,256,192,184,13119
104280701,1,214,192,183,13119
104350101,1,175,213,203,13119
104350201,1,212,212,203,13119
104350501,1,210,213,203,13119
104350601,1,201,213,203,13119
104350701,1,377,213,203,13119
104350801,1,228,212,203,13119
104380101,2,71,75,78,9108
104380201,2,40,75,78,9108
104380401,2,52,75,78,9108
104380501,2,65,75,79,9108
104380601,2,57,75,78,9108
104380701,2,66,75,79,9108
104380801,2,53,75,78,9108
104380901,2,44,75,79,9108
104460301,1,88,87,88,5102
104460501,1,79,87,87,5102
104460601,1,78,87,87,5102
104460701,1,171,87,87,5102
104460702,1,80,86,87,5102
104460801,1,85,87,88,5102
104470101,1,72,95,103,5701
104470301,1,90,95,103,5701
104470401,1,96,96,102,5701
104470501,1,109,95,103,5701
104470601,1,87,95,102,5701
104470701,1,75,95,103,5701
104470801,1,63,95,103,5701
104570201,1,80,100,108,5701
104570301,1,87,100,108,5701
104570401,1,94,100,108,5701
104570801,1,63,100,108,5701
104710101,1,219,242,248,13112
104710201,1,225,242,248,13112
104710301,1,205,242,248,13112
104710401,1,193,242,248,13112
104710701,1,282,242,248,13112
104710801,1,214,242,248,13112
104720101,1,105,80,88,9101
104720801,1,73,80,87,9101
104750201,1,46,59,61,8101
104750401,1,65,59,60,8101
104750501,1,62,60,60,8101
104750601,1,50,59,60,8101
104750701,1,55,59,60,8101
104750801,1,49,59,60,8101
104760101,1,60,78,82,4101
104760201,1,76,78,82,4101
104760301,1,63,78,82,4101
104760401,1,76,78,82,4101
104760501,1,81,78,82,4101
104760601,1,67,79,83,4101
104760701,1,67,78,83,4101
104760801,1,152,79,83,4101
104770101,1,231,227,216,13119
104770301,1,178,227,216,13119
104770601,1,275,227,217,13119
104770701,1,194,227,217,13119
104770801,1,196,227,216,13119
104780401,1,55,48,51,1101
104780901,1,35,48,50,1101
104870101,1,20,29,28,3103
104870201,1,25,29,27,3103
104870401,1,61,29,27,3103
104870501,1,50,29,27,3103
104870601,1,32,29,27,3103
104870701,1,46,29,27,3103
104870801,1,36,29,28,3103
104870901,1,33,29,27,3103
104871001,1,29,29,27,3103
104871101,1,55,29,28,3103
104871201,1,28,29,28,3103
104940201,1,193,196,236,13125
104940301,1,181,196,236,13125
104940401,1,227,197,236,13125
104940501,1,185,196,236,13125
104940601,1,181,197,236,13125
104940701,1,173,196,236,13125
104950101,1,48,60,61,2101
104950201,1,59,60,61,2101
104950202,1,56,61,61,2101
104950301,1,102,61,62,2101
104950601,1,54,61,61,2101
104950801,1,114,60,61,2101
104980201,1,76,77,82,4101
104980401,1,65,78,82,4101
104980701,1,82,78,81,4101
104980801,1,97,77,82,4101
105010101,1,59,68,69,6303
105010201,1,77,68,70,6303
105010401,1,44,68,69,6303
105010501,1,69,68,69,6303
105010601,1,60,68,70,6303
105010701,1,60,67,69,6303
105010801,1,53,67,70,6303
105020101,1,106,99,97,7406
105020201,1,87,99,98,7406
105020301,1,135,99,97,7406
105020401,1,92,99,98,7406
105020501,1,110,99,97,7406
105020601,1,85,99,97,7406
105020701,1,155,99,97,7406
105040101,1,66,57,58,8101
105040201,1,58,58,58,8101
105040301,1,67,57,59,8101
105040401,1,86,57,58,8101
105040501,1,69,57,58,8101
105040601,1,72,58,59,8101
105040701,1,84,58,59,8101
105040801,1,50,57,58,8101
105070101,2,32,45,47,14201
105070201,2,62,45,47,14201
105070501,2,54,45,47,14201
105070601,2,32,45,47,14201
105070701,2,38,45,47,14201
105070801,2,36,45,48,14201
105070901,2,24,45,47,14201
105071001,2,29,45,47,14201
105120201,1,71,68,69,2101
105120601,1,60,68,70,2101
105120701,1,51,68,69,2101
105120801,1,73,69,70,2101
105150101,1,61,46,45,3101
105150501,1,68,46,45,3101
105150701,1,72,45,45,3101
105150801,1,42,46,45,3101
105150901,1,31,46,45,3101
105151101,1,90,45,45,3101
105160101,1,72,92,93,8110
105160201,1,94,91,92,8110
105160301,1,103,91,92,8110
105160401,1,93,92,93,8110
105160501,1,95,92,92,8110
105160601,1,73,92,92,8110
105160701,1,86,92,93,8110
105160801,1,89,92,92,8110
105180101,1,226,166,153,13105
105180201,1,150,166,153,13105
105180301,1,131,166,153,13105
105180401,1,120,166,153,13105
105180501,1,175,166,154,13105
105180601,1,195,166,153,13105
105180701,1,153,167,153,13105
105180801,1,143,167,154,13105
105220301,1,122,130,128,5109
105220401,1,113,130,128,5109
105220601,1,107,130,127,5109
105220701,1,128,130,128,5109
105220801,1,114,130,127,5109
105230401,1,76,87,86,5109
105230501,1,72,88,86,5109
105230801,1,76,88,86,5109
105240101,1,179,138,107,13120
105240201,1,144,138,107,13120
105240301,1,139,138,107,13120
105240401,1,136,139,107,13120
105240501,1,118,138,107,13120
105240601,1,191,139,107,13120
105240602,1,120,139,108,13120
105240701,1,114,138,107,13120
105240801,1,186,138,108,13120
105250101,1,227,122,144,13101
105250301,1,185,121,144,13101
105250701,1,150,122,144,13101
105260101,1,29,27,27,15101
105260201,1,24,28,27,15101
105260301,1,35,27,27,15101
105260701,1,22,27,28,15101
105260901,1,24,27,28,15101
105270101,1,49,59,56,8301
105270201,1,51,59,56,8301
105270301,1,65,59,55,8301
105270501,1,85,60,56,8301
105270801,1,64,59,56,8301
105280201,1,215,235,223,13110
105280301,1,192,234,224,13110
105280401,1,262,234,223,13110
105280501,1,282,235,223,13110
105280601,1,223,234,223,13110
105280701,1,226,234,223,13110
105280801,1,230,234,224,13110
105300101,1,111,108,107,6108
105300201,1,130,108,108,6108
105300701,1,109,108,108,6108
105310101,1,23,23,24,12101
105310201,1,29,24,23,12101
105310301,1,27,24,24,12101
105310501,1,19,24,24,12101
105310701,1,24,23,24,12101
105311001,1,18,23,24,12101
105311101,1,24,23,24,12101
105311201,1,39,23,23,12101
105320101,1,33,23,22,3301
105320201,1,25,23,23,3301
105320301,1,26,23,23,3301
105320401,1,54,24,23,3301
105320601,1,36,23,23,3301
105320701,1,29,23,22,3301
105320801,1,23,23,23,3301
105320901,1,26,24,22,3301
105321101,1,22,23,23,3301
105321201,1,16,23,23,3301
105380101,1,204,215,205,13119
105380201,1,361,215,205,13119
105380301,1,237,215,205,13119
105380401,1,166,215,205,13119
105410101,2,59,93,87,7408
105410201,2,57,93,87,7408
105410301,2,73,93,87,7408
105410601,2,88,93,87,7408
105410701,2,65,93,87,7408
105410901,2,63,92,87,7408
105411001,2,70,93,87,7408
105420101,1,80,73,72,5101
105420201,1,80,74,72,5101
105420301,1,84,73,73,5101
105420401,1,102,74,73,5101
105420501,1,108,73,72,5101
105420601,1,51,74,72,5101
105420701,1,68,74,73,5101
105420801,1,97,73,73,5101
105440101,2,60,57,58,14104
105440201,2,36,56,58,14104
105440701,2,37,56,57,14104
105440801,2,33,57,57,14104
105440901,2,31,57,57,14104
105441001,2,37,57,57,14104
105450101,1,71,92,108,5506
105450201,1,79,93,108,5506
105450401,1,89,93,108,5506
105450501,1,90,92,108,5506
105450601,1,90,93,108,5506
105450801,1,138,92,107,5506
105460101,1,163,194,226,13124
105460201,1,140,194,225,13124
105460401,1,168,194,225,13124
105460601,1,157,194,225,13124
105460701,1,188,194,225,13124
105470201,1,87,96,96,5501
105470401,1,103,96,97,5501
105470501,1,97,96,96,5501
105470601,1,99,96,96,5501
105470701,1,92,96,96,5501
105490101,1,60,59,59,6305
105490201,1,57,59,58,6305
105490401,1,58,58,58,6305
105490501,1,57,58,59,6305
105490701,1,83,58,59,6305
105490801,1,83,59,59,6305
105500201,1,29,36,38,1101
105500501,1,23,37,39,1101
105500601,1,32,36,39,1101
105500801,1,30,37,39,1101
105500901,1,17,37,39,1101
105510201,1,302,226,193,13131
105510202,1,207,226,192,13131
105510301,1,200,226,192,13131
105510401,1,223,226,193,13131
105510501,1,224,226,192,13131
105510601,1,277,227,192,13131
105510801,1,182,227,192,13131
105520101,2,22,48,53,9202
105520201,2,21,47,53,9202
105520301,2,30,48,53,9202
105520401,2,28,48,53,9202
105520501,2,19,47,53,9202
105520601,2,26,48,53,9202
105520701,2,30,48,53,9202
105520801,2,25,48,53,9202
105520901,2,24,48,53,9202
105521001,2,23,48,53,9202
105540101,1,101,72,75,9102
105540201,1,92,72,75,9102
105540401,1,111,71,75,9102
105540501,1,111,71,75,9102
105540601,1,56,71,75,9102
105560201,2,17,24,23,8302
105560301,2,14,24,24,8302
105560401,2,13,24,23,8302
105560501,2,28,24,23,8302
105560701,2,31,24,23,8302
105560801,2,17,24,24,8302
105560901,2,15,24,23,8302
105561001,2,17,24,23,8302
105570101,1,33,40,39,16101
105570301,1,24,40,39,16101
105570401,1,46,40,39,16101
105570501,1,41,40,39,16101
105570601,1,33,40,39,16101
105570701,1,33,40,39,16101
105570801,1,74,40,39,16101
105580101,1,78,65,70,8311
105580201,1,98,66,70,8311
105580301,1,61,66,71,8311
105580401,1,58,66,70,8311
105580501,1,91,65,70,8311
105580601,1,73,66,70,8311
105580701,1,100,65,70,8311
105580801,1,89,66,70,8311
105600101,1,142,201,223,13106
105600201,1,109,200,223,13106
105600401,1,155,201,223,13106
105600601,1,153,200,222,13106
105600801,1,166,201,223,13106
105610101,1,207,175,149,13130
105610201,1,124,174,149,13130
105610301,1,182,174,149,13130
105610401,1,195,174,149,13130
105610701,1,157,175,150,13130
105610801,1,182,175,149,13130
105630101,1,104,91,91,8110
105630201,1,77,91,91,8110
105630401,1,73,91,92,8110
105630501,1,125,91,92,8110
105630601,1,104,91,91,8110
105630701,1,78,91,91,8110
105660101,1,76,81,83,6106
105660201,1,71,81,83,6106
105660301,1,89,82,82,6106
105660501,1,52,81,83,6106
105660601,1,82,81,82,6106
105660701,1,82,82,82,6106
105660801,1,82,82,82,6106
105670101,1,62,67,62,16201
105670201,1,76,67,62,16201
105670401,1,57,67,62,16201
105670501,1,64,67,62,16201
105670601,1,52,67,62,16201
105670701,1,82,67,62,16201
105670801,1,67,67,63,16201
105680101,1,43,69,69,2101
105680201,1,56,69,69,2101
105680401,1,71,68,69,2101
105680501,1,48,69,69,2101
105680701,1,66,68,69,2101
105750101,1,96,67,64,7102
105750201,1,108,67,64,7102
105750301,1,63,66,64,7102
105750401,1,55,66,63,7102
105750501,1,63,66,64,7102
105750601,1,62,66,64,7102
105760101,1,66,51,56,9101
105760201,1,50,50,55,9101
105760301,1,106,50,56,9101
105760401,1,52,51,55,9101
105760501,1,40,50,55,9101
105760601,1,71,50,56,9101
105760701,1,59,50,56,9101
105760801,1,55,50,56,9101
105770101,1,80,99,104,10301
105770201,1,102,100,104,10301
105770501,1,80,100,103,10301
105770701,1,86,100,103,10301
105790301,1,68,52,54,1101
105790401,1,41,52,54,1101
105790501,1,38,52,55,1101
105790601,1,33,52,54,1101
105790901,1,43,52,55,1101
105791001,1,51,52,54,1101
105791101,1,53,52,55,1101
105830301,1,24,24,25,12101
105830701,1,33,24,25,12101
105830801,1,21,24,25,12101
105830901,1,20,25,24,12101
105831001,1,23,24,25,12101
105831101,1,35,25,24,12101
105831201,1,18,24,25,12101
105850301,1,222,196,201,13112
105850401,1,171,196,201,13112
105850501,1,219,196,201,13112
105850601,1,266,196,201,13112
105850701,1,141,196,201,13112
105850801,1,161,195,200,13112
105890101,1,61,69,47,9120
105890201,1,78,68,47,9120
105890301,1,105,68,46,9120
105890401,1,96,69,47,9120
105890601,1,127,68,47,9120
105910601,1,79,79,78,6107
105910701,1,56,79,78,6107
105950201,1,40,40,40,12101
105950401,1,26,40,40,12101
105950501,1,32,40,40,12101
105950601,1,45,40,40,12101
105950701,1,39,40,40,12101
105950901,1,29,40,41,12101
105951001,1,34,40,40,12101
105951101,1,61,40,40,12101
106030101,1,42,51,51,2101
106030201,1,65,51,51,2101
106030301,1,42,51,51,2101
106030401,1,42,50,52,2101
106030601,1,35,51,51,2101
106030701,1,71,51,51,2101
106050101,1,79,75,71,6301
106050301,1,70,76,71,6301
106050601,1,78,76,70,6301
106050801,1,61,75,70,6301
106060101,2,18,37,39,14201
106060201,2,35,36,39,14201
106060301,2,24,37,39,14201
106060401,2,25,37,39,14201
106060501,2,26,37,39,14201
106060601,2,26,36,39,14201
106060701,2,44,37,38,14201
106060801,2,22,37,38,14201
106060901,2,25,37,39,14201
106061001,2,27,36,38,14201
106080101,1,101,112,110,5101
106080301,1,148,111,110,5101
106080401,1,92,112,110,5101
106080501,1,88,112,110,5101
106080601,1,109,112,110,5101
106080801,1,90,112,110,5101
106100101,1,19,26,26,12101
106100201,1,20,27,27,12101
106100301,1,28,27,26,12101
106100701,1,22,26,26,12101
106100801,1,33,27,26,12101
106100901,1,34,27,27,12101
106101001,1,17,26,27,12101
106101101,1,41,27,27,12101
106110101,1,33,42,48,10104
106110201,1,45,42,48,10104
106110301,1,61,42,48,10104
106110401,1,55,42,48,10104
106110501,1,48,42,48,10104
106110801,1,57,42,48,10104
106120101,1,73,69,76,8306
106120301,1,55,70,76,8306
106120401,1,142,69,76,8306
106120501,1,107,69,76,8306
106120701,1,79,69,76,8306
106120801,1,57,70,76,8306
106140301,1,72,41,41,16206
106140401,1,43,41,41,16206
106140701,1,49,41,42,16206
106140801,1,37,41,41,16206
106170101,1,81,79,84,6110
106170201,1,65,79,83,6110
106170301,1,51,79,84,6110
106170401,1,77,79,83,6110
106180101,2,62,74,77,6310
106180301,2,55,73,77,6310
106180501,2,56,73,78,6310
106180601,2,59,74,78,6310
106180701,2,130,74,77,6310
106180801,2,62,74,78,6310
106180802,2,68,73,78,6310
106180901,2,98,74,78,6310
106180902,2,72,74,77,6310
106181001,2,64,74,77,6310
106190301,1,210,217,262,13125
106190401,1,170,218,262,13125
106190501,1,282,218,262,13125
106190701,1,161,218,262,13125
106190801,1,238,218,261,13125
106220201,1,22,20,19,11101
106220301,1,18,20,19,11101
106220401,1,24,20,19,11101
106220402,1,17,20,19,11101
106220501,1,31,19,19,11101
106220701,1,25,19,20,11101
106221001,1,20,20,19,11101
106221101,1,26,19,19,11101
106221201,1,24,19,20,11101
106350101,1,239,246,244,13201
106350201,1,222,246,243,13201
106350301,1,236,246,243,13201
106350401,1,207,246,243,13201
106350501,1,145,247,243,13201
106350601,1,186,246,244,13201
106350701,1,271,247,244,13201
106360201,1,136,151,136,13605
106360301,1,120,151,135,13605
106360401,1,182,151,136,13605
106360501,1,125,151,136,13605
106360601,1,156,151,136,13605
106360701,1,126,151,136,13605
106360801,1,153,151,136,13605
106370101,1,26,22,22,3301
106370201,1,32,22,22,3301
106370401,1,16,23,22,3301
106370402,1,15,23,22,3301
106370501,1,17,22,22,3301
106370601,1,25,23,22,3301
106370701,1,24,22,22,3301
106370801,1,18,22,22,3301
106370901,1,22,22,22,3301
106371001,1,17,22,22,3301
106371101,1,21,22,22,3301
106371201,1,37,22,22,3301
106380101,1,54,66,64,14101
106380201,1,55,66,65,14101
106380401,1,105,65,64,14101
106380501,1,58,66,64,14101
106380801,1,67,65,64,14101
106410101,1,70,73,87,8303
106410201,1,79,74,86,8303
106410301,1,85,74,86,8303
106410601,1,65,73,87,8303
106410701,1,90,73,86,8303
106410801,1,66,74,87,8303
106430101,1,139,168,175,10301
106430201,1,149,169,175,10301
106430401,1,157,169,175,10301
106430601,1,189,168,175,10301
106430701,1,176,168,175,10301
106430801,1,163,168,174,10301
106450101,1,62,75,73,6101
106450201,1,62,74,73,6101
106450301,1,59,75,73,6101
106450401,1,104,75,73,6101
106450501,1,101,74,74,6101
106450601,1,73,75,73,6101
106450701,1,59,74,73,6101
106450801,1,52,75,73,6101
106460101,2,36,37,34,14108
106460201,2,21,36,34,14108
106460401,2,41,36,34,14108
106460701,2,30,36,34,14108
106460901,2,26,37,34,14108
106480101,1,144,171,157,13105
106480201,1,124,171,157,13105
106480301,1,111,171,157,13105
106480401,1,125,171,157,13105
106480501,1,151,171,158,13105
106480601,1,222,171,157,13105
106480701,1,270,171,158,13105
106480801,1,169,171,157,13105
106530201,1,97,82,88,10105
106530301,1,129,82,88,10105
106530501,1,80,82,88,10105
106530502,1,161,82,88,10105
106540301,1,84,61,68,9101
106540701,1,64,61,68,9101
106540801,1,86,61,67,9101
106550101,2,119,88,108,6116
106550201,2,82,88,108,6116
106550301,2,138,88,108,6116
106550401,2,51,88,108,6116
106550601,2,66,88,108,6116
106550901,2,88,88,108,6116
106551001,2,77,88,108,6116
106570101,1,109,104,104,6108
106570201,1,98,105,104,6108
106570401,1,145,105,104,6108
106570701,1,102,104,104,6108
106570801,1,104,105,105,6108
106610101,1,277,301,287,13121
106610301,1,244,301,288,13121
106610401,1,299,301,287,13121
106610501,1,273,301,287,13121
106610801,1,402,301,288,13121
106640101,1,204,149,141,13118
106640201,1,169,149,140,13118
106640202,1,147,148,140,13118
106640301,1,109,149,141,13118
106640401,1,124,149,140,13118
106640501,1,162,149,140,13118
106640601,1,126,149,141,13118
106650101,1,70,72,74,8101
106650301,1,69,72,74,8101
106650401,1,57,73,74,8101
106660101,1,428,223,225,13401
106660301,1,209,223,225,13401
106660401,1,163,223,225,13401
106660501,1,236,223,225,13401
106660701,1,184,223,225,13401
106690101,2,206,163,106,9115
106690801,2,116,163,106,9115
106690901,2,210,162,106,9115
106691001,2,67,163,106,9115
106710101,2,176,217,189,13403
106710301,2,217,217,190,13403
106710401,2,179,217,190,13403
106710701,2,187,217,189,13403
106710801,2,199,217,190,13403
106711001,2,202,217,189,13403
106770101,1,109,81,70,7407
106770201,1,80,81,71,7407
106770301,1,79,80,70,7407
106770401,1,64,81,71,7407
106770501,1,72,80,71,7407
106770601,1,87,81,71,7407
106770701,1,54,81,71,7407
106770801,1,101,81,71,7407
106780101,1,54,42,46,9101
106780201,1,43,42,46,9101
106780301,1,54,41,46,9101
106780401,1,39,42,45,9101
106780601,1,69,42,46,9101
106780801,1,64,42,46,9101
106810101,1,51,44,40,1107
106810201,1,40,43,41,1107
106810301,1,35,43,40,1107
106810401,1,56,43,40,1107
106810501,1,32,43,40,1107
106810601,1,34,43,41,1107
106810701,1,35,44,40,1107
106810801,1,36,43,40,1107
106811001,1,45,44,40,1107
106811101,1,34,44,40,1107
106811201,1,42,43,40,1107
106860101,1,112,75,76,8101
106860201,1,88,74,76,8101
106860301,1,78,74,76,8101
106860501,1,63,74,76,8101
106860601,1,62,74,76,8101
106860701,1,62,74,76,8101
106870301,1,60,49,48,16101
106870401,1,51,49,48,16101
106870501,1,56,49,48,16101
106870601,1,42,49,47,16101
106870701,1,46,49,48,16101
106900101,2,31,38,49,13602
106900401,2,38,38,48,13602
106900501,2,23,38,49,13602
106900601,2,63,38,49,13602
106900701,2,44,38,48,13602
106900801,2,37,38,49,13602
106900901,2,42,38,48,13602
106901001,2,34,38,48,13602
106990101,1,59,76,75,5109
106990201,1,77,76,75,5109
106990301,1,76,77,75,5109
106990401,1,102,76,75,5109
106990601,1,83,77,75,5109
106990701,1,71,77,75,5109
106990801,1,74,76,75,5109
107000101,1,39,57,63,14203
107000201,1,60,57,63,14203
107000401,1,51,57,63,14203
107000501,1,57,56,62,14203
107000601,1,52,56,63,14203
107000701,1,95,57,63,14203
107000801,1,56,57,63,14203
107050401,1,71,57,56,16101
107050601,1,55,57,55,16101
107050701,1,48,57,55,16101
107080101,1,17,25,26,1101
107080201,1,38,25,26,1101
107080301,1,33,25,26,1101
107080501,1,19,25,25,1101
107080701,1,20,25,26,1101
107080801,1,41,25,26,1101
107081001,1,28,24,26,1101
107081101,1,30,25,26,1101
107081201,1,26,25,26,1101
107100101,1,47,72,74,8202
107100201,1,74,71,75,8202
107100301,1,61,71,74,8202
107100401,1,71,72,74,8202
107100501,1,67,72,75,8202
107100601,1,88,71,74,8202
107100701,1,71,71,74,8202
107120101,1,73,75,77,8102
107120301,1,101,75,77,8102
107120501,1,127,75,77,8102
107120601,1,45,75,77,8102
107120701,1,65,76,77,8102
107120801,1,76,75,76,8102
107140101,1,81,65,64,4102
107140201,1,51,65,63,4102
107140301,1,73,66,64,4102
107140401,1,70,65,63,4102
